period_code,period_label,period_type,geography_code,geography_label,observation,measure,unit,seasonal_adjustment
2022-12,2022-12,month,K02000001,United Kingdom,143.3,Delayable UK spending on credit and debit cards,number,NSA
2023-01,2023-01,month,K02000001,United Kingdom,85.86,Delayable UK spending on credit and debit cards,number,NSA
2023-02,2023-02,month,K02000001,United Kingdom,90.47,Delayable UK spending on credit and debit cards,number,NSA
2023-03,2023-03,month,K02000001,United Kingdom,88.33,Delayable UK spending on credit and debit cards,number,NSA
2023-04,2023-04,month,K02000001,United Kingdom,92.02,Delayable UK spending on credit and debit cards,number,NSA
2023-05,2023-05,month,K02000001,United Kingdom,98.95,Delayable UK spending on credit and debit cards,number,NSA
2023-06,2023-06,month,K02000001,United Kingdom,101.57,Delayable UK spending on credit and debit cards,number,NSA
2023-07,2023-07,month,K02000001,United Kingdom,99.92,Delayable UK spending on credit and debit cards,number,NSA
2023-08,2023-08,month,K02000001,United Kingdom,100.86,Delayable UK spending on credit and debit cards,number,NSA
2023-09,2023-09,month,K02000001,United Kingdom,94.89,Delayable UK spending on credit and debit cards,number,NSA
2023-10,2023-10,month,K02000001,United Kingdom,94.35,Delayable UK spending on credit and debit cards,number,NSA
2023-11,2023-11,month,K02000001,United Kingdom,115.66,Delayable UK spending on credit and debit cards,number,NSA
2023-12,2023-12,month,K02000001,United Kingdom,139.78,Delayable UK spending on credit and debit cards,number,NSA
2024-01,2024-01,month,K02000001,United Kingdom,79.15,Delayable UK spending on credit and debit cards,number,NSA
2024-02,2024-02,month,K02000001,United Kingdom,81.45,Delayable UK spending on credit and debit cards,number,NSA
2024-03,2024-03,month,K02000001,United Kingdom,85.67,Delayable UK spending on credit and debit cards,number,NSA
2024-04,2024-04,month,K02000001,United Kingdom,87.29,Delayable UK spending on credit and debit cards,number,NSA
2020-01,2020-01,month,K02000001,United Kingdom,93.68,Social UK spending on credit and debit cards,number,NSA
2020-02,2020-02,month,K02000001,United Kingdom,99.26,Social UK spending on credit and debit cards,number,NSA
2020-03,2020-03,month,K02000001,United Kingdom,68.43,Social UK spending on credit and debit cards,number,NSA
2020-04,2020-04,month,K02000001,United Kingdom,20.97,Social UK spending on credit and debit cards,number,NSA
2020-05,2020-05,month,K02000001,United Kingdom,28.85,Social UK spending on credit and debit cards,number,NSA
2020-06,2020-06,month,K02000001,United Kingdom,41.73,Social UK spending on credit and debit cards,number,NSA
2020-07,2020-07,month,K02000001,United Kingdom,52.79,Social UK spending on credit and debit cards,number,NSA
2020-08,2020-08,month,K02000001,United Kingdom,60.26,Social UK spending on credit and debit cards,number,NSA
2020-09,2020-09,month,K02000001,United Kingdom,65.01,Social UK spending on credit and debit cards,number,NSA
2020-10,2020-10,month,K02000001,United Kingdom,61.25,Social UK spending on credit and debit cards,number,NSA
2020-11,2020-11,month,K02000001,United Kingdom,54.98,Social UK spending on credit and debit cards,number,NSA
2020-12,2020-12,month,K02000001,United Kingdom,55.76,Social UK spending on credit and debit cards,number,NSA
2021-01,2021-01,month,K02000001,United Kingdom,45.13,Social UK spending on credit and debit cards,number,NSA
2021-02,2021-02,month,K02000001,United Kingdom,56.26,Social UK spending on credit and debit cards,number,NSA
2021-03,2021-03,month,K02000001,United Kingdom,64.83,Social UK spending on credit and debit cards,number,NSA
2021-04,2021-04,month,K02000001,United Kingdom,71.39,Social UK spending on credit and debit cards,number,NSA
2021-05,2021-05,month,K02000001,United Kingdom,83.27,Social UK spending on credit and debit cards,number,NSA
2021-06,2021-06,month,K02000001,United Kingdom,81.98,Social UK spending on credit and debit cards,number,NSA
2021-07,2021-07,month,K02000001,United Kingdom,85.19,Social UK spending on credit and debit cards,number,NSA
2021-08,2021-08,month,K02000001,United Kingdom,91.33,Social UK spending on credit and debit cards,number,NSA
2021-09,2021-09,month,K02000001,United Kingdom,90.50,Social UK spending on credit and debit cards,number,NSA
2021-10,2021-10,month,K02000001,United Kingdom,95.19,Social UK spending on credit and debit cards,number,NSA
2021-11,2021-11,month,K02000001,United Kingdom,93.10,Social UK spending on credit and debit cards,number,NSA
2021-12,2021-12,month,K02000001,United Kingdom,87.12,Social UK spending on credit and debit cards,number,NSA
2022-01,2022-01,month,K02000001,United Kingdom,84.52,Social UK spending on credit and debit cards,number,NSA
2022-02,2022-02,month,K02000001,United Kingdom,97.43,Social UK spending on credit and debit cards,number,NSA
2022-03,2022-03,month,K02000001,United Kingdom,102.21,Social UK spending on credit and debit cards,number,NSA
2022-04,2022-04,month,K02000001,United Kingdom,102.34,Social UK spending on credit and debit cards,number,NSA
2022-05,2022-05,month,K02000001,United Kingdom,107.55,Social UK spending on credit and debit cards,number,NSA
2022-06,2022-06,month,K02000001,United Kingdom,100.58,Social UK spending on credit and debit cards,number,NSA
2022-07,2022-07,month,K02000001,United Kingdom,99.76,Social UK spending on credit and debit cards,number,NSA
2022-08,2022-08,month,K02000001,United Kingdom,95.43,Social UK spending on credit and debit cards,number,NSA
2022-09,2022-09,month,K02000001,United Kingdom,95.45,Social UK spending on credit and debit cards,number,NSA
2022-10,2022-10,month,K02000001,United Kingdom,99.94,Social UK spending on credit and debit cards,number,NSA
2022-11,2022-11,month,K02000001,United Kingdom,97.11,Social UK spending on credit and debit cards,number,NSA
2022-12,2022-12,month,K02000001,United Kingdom,93.12,Social UK spending on credit and debit cards,number,NSA
2023-01,2023-01,month,K02000001,United Kingdom,95.37,Social UK spending on credit and debit cards,number,NSA
2023-02,2023-02,month,K02000001,United Kingdom,100.22,Social UK spending on credit and debit cards,number,NSA
2023-03,2023-03,month,K02000001,United Kingdom,105.37,Social UK spending on credit and debit cards,number,NSA
2023-04,2023-04,month,K02000001,United Kingdom,103.16,Social UK spending on credit and debit cards,number,NSA
2023-05,2023-05,month,K02000001,United Kingdom,105.65,Social UK spending on credit and debit cards,number,NSA
2023-06,2023-06,month,K02000001,United Kingdom,104.83,Social UK spending on credit and debit cards,number,NSA
2023-07,2023-07,month,K02000001,United Kingdom,105.24,Social UK spending on credit and debit cards,number,NSA
2023-08,2023-08,month,K02000001,United Kingdom,97.79,Social UK spending on credit and debit cards,number,NSA
2023-09,2023-09,month,K02000001,United Kingdom,99.68,Social UK spending on credit and debit cards,number,NSA
2023-10,2023-10,month,K02000001,United Kingdom,98.28,Social UK spending on credit and debit cards,number,NSA
2023-11,2023-11,month,K02000001,United Kingdom,93.43,Social UK spending on credit and debit cards,number,NSA
2023-12,2023-12,month,K02000001,United Kingdom,90.57,Social UK spending on credit and debit cards,number,NSA
2024-01,2024-01,month,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-02,2024-02,month,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-03,2024-03,month,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2024-04,2024-04,month,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,NSA
2020-01,2020-01,month,K02000001,United Kingdom,80.5,Staple UK spending on credit and debit cards,number,NSA
2020-02,2020-02,month,K02000001,United Kingdom,83.34,Staple UK spending on credit and debit cards,number,NSA
2020-03,2020-03,month,K02000001,United Kingdom,91.35,Staple UK spending on credit and debit cards,number,NSA
2020-04,2020-04,month,K02000001,United Kingdom,77.67,Staple UK spending on credit and debit cards,number,NSA
2020-05,2020-05,month,K02000001,United Kingdom,84.99,Staple UK spending on credit and debit cards,number,NSA
2020-06,2020-06,month,K02000001,United Kingdom,87.26,Staple UK spending on credit and debit cards,number,NSA
2020-07,2020-07,month,K02000001,United Kingdom,85.69,Staple UK spending on credit and debit cards,number,NSA
2020-08,2020-08,month,K02000001,United Kingdom,84.72,Staple UK spending on credit and debit cards,number,NSA
2020-09,2020-09,month,K02000001,United Kingdom,85.36,Staple UK spending on credit and debit cards,number,NSA
2020-10,2020-10,month,K02000001,United Kingdom,86.16,Staple UK spending on credit and debit cards,number,NSA
2020-11,2020-11,month,K02000001,United Kingdom,91.45,Staple UK spending on credit and debit cards,number,NSA
2020-12,2020-12,month,K02000001,United Kingdom,102.01,Staple UK spending on credit and debit cards,number,NSA
2021-01,2021-01,month,K02000001,United Kingdom,83.93,Staple UK spending on credit and debit cards,number,NSA
2021-02,2021-02,month,K02000001,United Kingdom,90.85,Staple UK spending on credit and debit cards,number,NSA
2021-03,2021-03,month,K02000001,United Kingdom,96.61,Staple UK spending on credit and debit cards,number,NSA
2021-04,2021-04,month,K02000001,United Kingdom,95.2,Staple UK spending on credit and debit cards,number,NSA
2021-05,2021-05,month,K02000001,United Kingdom,93.08,Staple UK spending on credit and debit cards,number,NSA
2021-06,2021-06,month,K02000001,United Kingdom,91.74,Staple UK spending on credit and debit cards,number,NSA
2021-07,2021-07,month,K02000001,United Kingdom,88.55,Staple UK spending on credit and debit cards,number,NSA
2021-08,2021-08,month,K02000001,United Kingdom,85.13,Staple UK spending on credit and debit cards,number,NSA
2021-09,2021-09,month,K02000001,United Kingdom,85.68,Staple UK spending on credit and debit cards,number,NSA
2021-10,2021-10,month,K02000001,United Kingdom,87.29,Staple UK spending on credit and debit cards,number,NSA
2021-11,2021-11,month,K02000001,United Kingdom,91.33,Staple UK spending on credit and debit cards,number,NSA
2021-12,2021-12,month,K02000001,United Kingdom,103.77,Staple UK spending on credit and debit cards,number,NSA
2022-01,2022-01,month,K02000001,United Kingdom,85.08,Staple UK spending on credit and debit cards,number,NSA
2022-02,2022-02,month,K02000001,United Kingdom,89.3,Staple UK spending on credit and debit cards,number,NSA
2022-03,2022-03,month,K02000001,United Kingdom,94.05,Staple UK spending on credit and debit cards,number,NSA
2022-04,2022-04,month,K02000001,United Kingdom,94.44,Staple UK spending on credit and debit cards,number,NSA
2022-05,2022-05,month,K02000001,United Kingdom,93.98,Staple UK spending on credit and debit cards,number,NSA
2022-06,2022-06,month,K02000001,United Kingdom,94.33,Staple UK spending on credit and debit cards,number,NSA
2022-07,2022-07,month,K02000001,United Kingdom,93.88,Staple UK spending on credit and debit cards,number,NSA
2022-08,2022-08,month,K02000001,United Kingdom,90.21,Staple UK spending on credit and debit cards,number,NSA
2022-09,2022-09,month,K02000001,United Kingdom,90.55,Staple UK spending on credit and debit cards,number,NSA
2022-10,2022-10,month,K02000001,United Kingdom,92.34,Staple UK spending on credit and debit cards,number,NSA
2022-11,2022-11,month,K02000001,United Kingdom,96.13,Staple UK spending on credit and debit cards,number,NSA
2022-12,2022-12,month,K02000001,United Kingdom,111.01,Staple UK spending on credit and debit cards,number,NSA
2023-01,2023-01,month,K02000001,United Kingdom,94.13,Staple UK spending on credit and debit cards,number,NSA
2023-02,2023-02,month,K02000001,United Kingdom,98.82,Staple UK spending on credit and debit cards,number,NSA
2023-03,2023-03,month,K02000001,United Kingdom,104.28,Staple UK spending on credit and debit cards,number,NSA
2023-04,2023-04,month,K02000001,United Kingdom,104.56,Staple UK spending on credit and debit cards,number,NSA
2023-05,2023-05,month,K02000001,United Kingdom,104.06,Staple UK spending on credit and debit cards,number,NSA
2023-06,2023-06,month,K02000001,United Kingdom,100.99,Staple UK spending on credit and debit cards,number,NSA
2023-07,2023-07,month,K02000001,United Kingdom,95.51,Staple UK spending on credit and debit cards,number,NSA
2023-08,2023-08,month,K02000001,United Kingdom,93.27,Staple UK spending on credit and debit cards,number,NSA
2023-09,2023-09,month,K02000001,United Kingdom,94.6,Staple UK spending on credit and debit cards,number,NSA
2023-10,2023-10,month,K02000001,United Kingdom,95.64,Staple UK spending on credit and debit cards,number,NSA
2023-11,2023-11,month,K02000001,United Kingdom,101.37,Staple UK spending on credit and debit cards,number,NSA
2023-12,2023-12,month,K02000001,United Kingdom,114.99,Staple UK spending on credit and debit cards,number,NSA
2024-01,2024-01,month,K02000001,United Kingdom,94.85,Staple UK spending on credit and debit cards,number,NSA
2024-02,2024-02,month,K02000001,United Kingdom,99.62,Staple UK spending on credit and debit cards,number,NSA
2024-03,2024-03,month,K02000001,United Kingdom,104.33,Staple UK spending on credit and debit cards,number,NSA
2024-04,2024-04,month,K02000001,United Kingdom,94.08,Staple UK spending on credit and debit cards,number,NSA
2020-01,2020-01,month,K02000001,United Kingdom,72.08,Work Related UK spending on credit and debit cards,number,NSA
2020-02,2020-02,month,K02000001,United Kingdom,75.05,Work Related UK spending on credit and debit cards,number,NSA
2020-03,2020-03,month,K02000001,United Kingdom,69.68,Work Related UK spending on credit and debit cards,number,NSA
2020-04,2020-04,month,K02000001,United Kingdom,27.68,Work Related UK spending on credit and debit cards,number,NSA
2020-05,2020-05,month,K02000001,United Kingdom,36.16,Work Related UK spending on credit and debit cards,number,NSA
2020-06,2020-06,month,K02000001,United Kingdom,49.28,Work Related UK spending on credit and debit cards,number,NSA
2020-07,2020-07,month,K02000001,United Kingdom,61.31,Work Related UK spending on credit and debit cards,number,NSA
2020-08,2020-08,month,K02000001,United Kingdom,69.33,Work Related UK spending on credit and debit cards,number,NSA
2020-09,2020-09,month,K02000001,United Kingdom,71.80,Work Related UK spending on credit and debit cards,number,NSA
2020-10,2020-10,month,K02000001,United Kingdom,65.70,Work Related UK spending on credit and debit cards,number,NSA
2020-11,2020-11,month,K02000001,United Kingdom,56.09,Work Related UK spending on credit and debit cards,number,NSA
2020-12,2020-12,month,K02000001,United Kingdom,59.58,Work Related UK spending on credit and debit cards,number,NSA
2021-01,2021-01,month,K02000001,United Kingdom,42.76,Work Related UK spending on credit and debit cards,number,NSA
2021-02,2021-02,month,K02000001,United Kingdom,48.30,Work Related UK spending on credit and debit cards,number,NSA
2021-03,2021-03,month,K02000001,United Kingdom,57.19,Work Related UK spending on credit and debit cards,number,NSA
2021-04,2021-04,month,K02000001,United Kingdom,69.88,Work Related UK spending on credit and debit cards,number,NSA
2021-05,2021-05,month,K02000001,United Kingdom,75.57,Work Related UK spending on credit and debit cards,number,NSA
2021-06,2021-06,month,K02000001,United Kingdom,83.76,Work Related UK spending on credit and debit cards,number,NSA
2021-07,2021-07,month,K02000001,United Kingdom,84.84,Work Related UK spending on credit and debit cards,number,NSA
2021-08,2021-08,month,K02000001,United Kingdom,86.04,Work Related UK spending on credit and debit cards,number,NSA
2021-09,2021-09,month,K02000001,United Kingdom,93.93,Work Related UK spending on credit and debit cards,number,NSA
2021-10,2021-10,month,K02000001,United Kingdom,84.88,Work Related UK spending on credit and debit cards,number,NSA
2021-11,2021-11,month,K02000001,United Kingdom,89.93,Work Related UK spending on credit and debit cards,number,NSA
2021-12,2021-12,month,K02000001,United Kingdom,87.89,Work Related UK spending on credit and debit cards,number,NSA
2022-01,2022-01,month,K02000001,United Kingdom,78.01,Work Related UK spending on credit and debit cards,number,NSA
2022-02,2022-02,month,K02000001,United Kingdom,87.88,Work Related UK spending on credit and debit cards,number,NSA
2022-03,2022-03,month,K02000001,United Kingdom,92.37,Work Related UK spending on credit and debit cards,number,NSA
2022-04,2022-04,month,K02000001,United Kingdom,95.11,Work Related UK spending on credit and debit cards,number,NSA
2022-05,2022-05,month,K02000001,United Kingdom,97.59,Work Related UK spending on credit and debit cards,number,NSA
2022-06,2022-06,month,K02000001,United Kingdom,99.89,Work Related UK spending on credit and debit cards,number,NSA
2022-07,2022-07,month,K02000001,United Kingdom,109.89,Work Related UK spending on credit and debit cards,number,NSA
2022-08,2022-08,month,K02000001,United Kingdom,103.61,Work Related UK spending on credit and debit cards,number,NSA
2022-09,2022-09,month,K02000001,United Kingdom,104.12,Work Related UK spending on credit and debit cards,number,NSA
2022-10,2022-10,month,K02000001,United Kingdom,104.09,Work Related UK spending on credit and debit cards,number,NSA
2022-11,2022-11,month,K02000001,United Kingdom,105.81,Work Related UK spending on credit and debit cards,number,NSA
2022-12,2022-12,month,K02000001,United Kingdom,102.13,Work Related UK spending on credit and debit cards,number,NSA
2023-01,2023-01,month,K02000001,United Kingdom,89.96,Work Related UK spending on credit and debit cards,number,NSA
2023-02,2023-02,month,K02000001,United Kingdom,96.87,Work Related UK spending on credit and debit cards,number,NSA
2023-03,2023-03,month,K02000001,United Kingdom,99.77,Work Related UK spending on credit and debit cards,number,NSA
2023-04,2023-04,month,K02000001,United Kingdom,99.37,Work Related UK spending on credit and debit cards,number,NSA
2023-05,2023-05,month,K02000001,United Kingdom,100.25,Work Related UK spending on credit and debit cards,number,NSA
2023-06,2023-06,month,K02000001,United Kingdom,102.04,Work Related UK spending on credit and debit cards,number,NSA
2023-07,2023-07,month,K02000001,United Kingdom,100.45,Work Related UK spending on credit and debit cards,number,NSA
2023-08,2023-08,month,K02000001,United Kingdom,96.93,Work Related UK spending on credit and debit cards,number,NSA
2023-09,2023-09,month,K02000001,United Kingdom,103.49,Work Related UK spending on credit and debit cards,number,NSA
2023-10,2023-10,month,K02000001,United Kingdom,105.18,Work Related UK spending on credit and debit cards,number,NSA
2023-11,2023-11,month,K02000001,United Kingdom,104.06,Work Related UK spending on credit and debit cards,number,NSA
2023-12,2023-12,month,K02000001,United Kingdom,101.13,Work Related UK spending on credit and debit cards,number,NSA
2024-01,2024-01,month,K02000001,United Kingdom,[x],Work Related UK spending on credit and debit cards,number,NSA
2024-02,2024-02,month,K02000001,United Kingdom,[x],Work Related UK spending on credit and debit cards,number,NSA
2024-03,2024-03,month,K02000001,United Kingdom,[x],Work Related UK spending on credit and debit cards,number,NSA
2024-04,2024-04,month,K02000001,United Kingdom,[x],Work Related UK spending on credit and debit cards,number,NSA
2020-01,2020-01,month,K02000001,United Kingdom,102.24,Aggregate UK spending on credit and debit cards,number,SA
2020-02,2020-02,month,K02000001,United Kingdom,100.8,Aggregate UK spending on credit and debit cards,number,SA
2020-03,2020-03,month,K02000001,United Kingdom,89.85,Aggregate UK spending on credit and debit cards,number,SA
2020-04,2020-04,month,K02000001,United Kingdom,53.24,Aggregate UK spending on credit and debit cards,number,SA
2020-05,2020-05,month,K02000001,United Kingdom,60.78,Aggregate UK spending on credit and debit cards,number,SA
2020-06,2020-06,month,K02000001,United Kingdom,73.51,Aggregate UK spending on credit and debit cards,number,SA
2020-07,2020-07,month,K02000001,United Kingdom,81.4,Aggregate UK spending on credit and debit cards,number,SA
2020-08,2020-08,month,K02000001,United Kingdom,86.17,Aggregate UK spending on credit and debit cards,number,SA
2020-09,2020-09,month,K02000001,United Kingdom,88.07,Aggregate UK spending on credit and debit cards,number,SA
2020-10,2020-10,month,K02000001,United Kingdom,86.18,Aggregate UK spending on credit and debit cards,number,SA
2020-11,2020-11,month,K02000001,United Kingdom,75.22,Aggregate UK spending on credit and debit cards,number,SA
2020-12,2020-12,month,K02000001,United Kingdom,82.94,Aggregate UK spending on credit and debit cards,number,SA
2021-01,2021-01,month,K02000001,United Kingdom,72.73,Aggregate UK spending on credit and debit cards,number,SA
2021-02,2021-02,month,K02000001,United Kingdom,74.56,Aggregate UK spending on credit and debit cards,number,SA
2021-03,2021-03,month,K02000001,United Kingdom,79.1,Aggregate UK spending on credit and debit cards,number,SA
2021-04,2021-04,month,K02000001,United Kingdom,90.3,Aggregate UK spending on credit and debit cards,number,SA
2021-05,2021-05,month,K02000001,United Kingdom,93.74,Aggregate UK spending on credit and debit cards,number,SA
2021-06,2021-06,month,K02000001,United Kingdom,91.15,Aggregate UK spending on credit and debit cards,number,SA
2021-07,2021-07,month,K02000001,United Kingdom,92.05,Aggregate UK spending on credit and debit cards,number,SA
2021-08,2021-08,month,K02000001,United Kingdom,93.78,Aggregate UK spending on credit and debit cards,number,SA
2021-09,2021-09,month,K02000001,United Kingdom,93.7,Aggregate UK spending on credit and debit cards,number,SA
2021-10,2021-10,month,K02000001,United Kingdom,95.31,Aggregate UK spending on credit and debit cards,number,SA
2021-11,2021-11,month,K02000001,United Kingdom,95.18,Aggregate UK spending on credit and debit cards,number,SA
2021-12,2021-12,month,K02000001,United Kingdom,94.3,Aggregate UK spending on credit and debit cards,number,SA
2022-01,2022-01,month,K02000001,United Kingdom,93.6,Aggregate UK spending on credit and debit cards,number,SA
2022-02,2022-02,month,K02000001,United Kingdom,96.95,Aggregate UK spending on credit and debit cards,number,SA
2022-03,2022-03,month,K02000001,United Kingdom,99.36,Aggregate UK spending on credit and debit cards,number,SA
2022-04,2022-04,month,K02000001,United Kingdom,100.0,Aggregate UK spending on credit and debit cards,number,SA
2022-05,2022-05,month,K02000001,United Kingdom,99.52,Aggregate UK spending on credit and debit cards,number,SA
2022-06,2022-06,month,K02000001,United Kingdom,97.15,Aggregate UK spending on credit and debit cards,number,SA
2022-07,2022-07,month,K02000001,United Kingdom,98.87,Aggregate UK spending on credit and debit cards,number,SA
2022-08,2022-08,month,K02000001,United Kingdom,95.52,Aggregate UK spending on credit and debit cards,number,SA
2022-09,2022-09,month,K02000001,United Kingdom,95.5,Aggregate UK spending on credit and debit cards,number,SA
2022-10,2022-10,month,K02000001,United Kingdom,97.81,Aggregate UK spending on credit and debit cards,number,SA
2022-11,2022-11,month,K02000001,United Kingdom,97.22,Aggregate UK spending on credit and debit cards,number,SA
2022-12,2022-12,month,K02000001,United Kingdom,99.71,Aggregate UK spending on credit and debit cards,number,SA
2023-01,2023-01,month,K02000001,United Kingdom,101.99,Aggregate UK spending on credit and debit cards,number,SA
2023-02,2023-02,month,K02000001,United Kingdom,101.51,Aggregate UK spending on credit and debit cards,number,SA
2023-03,2023-03,month,K02000001,United Kingdom,101.33,Aggregate UK spending on credit and debit cards,number,SA
2023-04,2023-04,month,K02000001,United Kingdom,101.76,Aggregate UK spending on credit and debit cards,number,SA
2023-05,2023-05,month,K02000001,United Kingdom,101.52,Aggregate UK spending on credit and debit cards,number,SA
2023-06,2023-06,month,K02000001,United Kingdom,101.47,Aggregate UK spending on credit and debit cards,number,SA
2023-07,2023-07,month,K02000001,United Kingdom,99.8,Aggregate UK spending on credit and debit cards,number,SA
2023-08,2023-08,month,K02000001,United Kingdom,98.69,Aggregate UK spending on credit and debit cards,number,SA
2023-09,2023-09,month,K02000001,United Kingdom,98.05,Aggregate UK spending on credit and debit cards,number,SA
2023-10,2023-10,month,K02000001,United Kingdom,96.8,Aggregate UK spending on credit and debit cards,number,SA
2023-11,2023-11,month,K02000001,United Kingdom,97.93,Aggregate UK spending on credit and debit cards,number,SA
2023-12,2023-12,month,K02000001,United Kingdom,99.15,Aggregate UK spending on credit and debit cards,number,SA
2024-01,2024-01,month,K02000001,United Kingdom,99.26,Aggregate UK spending on credit and debit cards,number,SA
2024-02,2024-02,month,K02000001,United Kingdom,98.8,Aggregate UK spending on credit and debit cards,number,SA
2024-03,2024-03,month,K02000001,United Kingdom,99.01,Aggregate UK spending on credit and debit cards,number,SA
2024-04,2024-04,month,K02000001,United Kingdom,96.33,Aggregate UK spending on credit and debit cards,number,SA
2020-01,2020-01,month,K02000001,United Kingdom,134.35,Delayable UK spending on credit and debit cards,number,SA
2020-02,2020-02,month,K02000001,United Kingdom,131.54,Delayable UK spending on credit and debit cards,number,SA
2020-03,2020-03,month,K02000001,United Kingdom,123.88,Delayable UK spending on credit and debit cards,number,SA
2020-04,2020-04,month,K02000001,United Kingdom,63.98,Delayable UK spending on credit and debit cards,number,SA
2020-05,2020-05,month,K02000001,United Kingdom,72.73,Delayable UK spending on credit and debit cards,number,SA
2020-06,2020-06,month,K02000001,United Kingdom,97.52,Delayable UK spending on credit and debit cards,number,SA
2020-07,2020-07,month,K02000001,United Kingdom,110.76,Delayable UK spending on credit and debit cards,number,SA
2020-08,2020-08,month,K02000001,United Kingdom,115.59,Delayable UK spending on credit and debit cards,number,SA
2020-09,2020-09,month,K02000001,United Kingdom,117.72,Delayable UK spending on credit and debit cards,number,SA
2020-10,2020-10,month,K02000001,United Kingdom,116.16,Delayable UK spending on credit and debit cards,number,SA
2020-11,2020-11,month,K02000001,United Kingdom,82.32,Delayable UK spending on credit and debit cards,number,SA
2020-12,2020-12,month,K02000001,United Kingdom,103.99,Delayable UK spending on credit and debit cards,number,SA
2021-01,2021-01,month,K02000001,United Kingdom,80.28,Delayable UK spending on credit and debit cards,number,SA
2021-02,2021-02,month,K02000001,United Kingdom,77.75,Delayable UK spending on credit and debit cards,number,SA
2021-03,2021-03,month,K02000001,United Kingdom,85.42,Delayable UK spending on credit and debit cards,number,SA
2021-04,2021-04,month,K02000001,United Kingdom,111.92,Delayable UK spending on credit and debit cards,number,SA
2021-05,2021-05,month,K02000001,United Kingdom,114.9,Delayable UK spending on credit and debit cards,number,SA
2021-06,2021-06,month,K02000001,United Kingdom,104.27,Delayable UK spending on credit and debit cards,number,SA
2021-07,2021-07,month,K02000001,United Kingdom,105.42,Delayable UK spending on credit and debit cards,number,SA
2021-08,2021-08,month,K02000001,United Kingdom,105.34,Delayable UK spending on credit and debit cards,number,SA
2021-09,2021-09,month,K02000001,United Kingdom,105.1,Delayable UK spending on credit and debit cards,number,SA
2021-10,2021-10,month,K02000001,United Kingdom,107.61,Delayable UK spending on credit and debit cards,number,SA
2021-11,2021-11,month,K02000001,United Kingdom,105.92,Delayable UK spending on credit and debit cards,number,SA
2021-12,2021-12,month,K02000001,United Kingdom,102.71,Delayable UK spending on credit and debit cards,number,SA
2022-01,2022-01,month,K02000001,United Kingdom,103.41,Delayable UK spending on credit and debit cards,number,SA
2022-02,2022-02,month,K02000001,United Kingdom,107.39,Delayable UK spending on credit and debit cards,number,SA
2022-03,2022-03,month,K02000001,United Kingdom,113.98,Delayable UK spending on credit and debit cards,number,SA
2022-04,2022-04,month,K02000001,United Kingdom,108.95,Delayable UK spending on credit and debit cards,number,SA
2022-05,2022-05,month,K02000001,United Kingdom,103.19,Delayable UK spending on credit and debit cards,number,SA
2022-06,2022-06,month,K02000001,United Kingdom,98.75,Delayable UK spending on credit and debit cards,number,SA
2022-07,2022-07,month,K02000001,United Kingdom,100.46,Delayable UK spending on credit and debit cards,number,SA
2022-08,2022-08,month,K02000001,United Kingdom,94.42,Delayable UK spending on credit and debit cards,number,SA
2022-09,2022-09,month,K02000001,United Kingdom,97.22,Delayable UK spending on credit and debit cards,number,SA
2022-10,2022-10,month,K02000001,United Kingdom,99.39,Delayable UK spending on credit and debit cards,number,SA
2022-11,2022-11,month,K02000001,United Kingdom,97.73,Delayable UK spending on credit and debit cards,number,SA
2022-12,2022-12,month,K02000001,United Kingdom,102.71,Delayable UK spending on credit and debit cards,number,SA
2023-01,2023-01,month,K02000001,United Kingdom,106.43,Delayable UK spending on credit and debit cards,number,SA
2023-02,2023-02,month,K02000001,United Kingdom,105.7,Delayable UK spending on credit and debit cards,number,SA
2023-03,2023-03,month,K02000001,United Kingdom,102.79,Delayable UK spending on credit and debit cards,number,SA
2023-04,2023-04,month,K02000001,United Kingdom,99.42,Delayable UK spending on credit and debit cards,number,SA
2023-05,2023-05,month,K02000001,United Kingdom,99.27,Delayable UK spending on credit and debit cards,number,SA
2023-06,2023-06,month,K02000001,United Kingdom,101.18,Delayable UK spending on credit and debit cards,number,SA
2023-07,2023-07,month,K02000001,United Kingdom,99.61,Delayable UK spending on credit and debit cards,number,SA
2023-08,2023-08,month,K02000001,United Kingdom,100.23,Delayable UK spending on credit and debit cards,number,SA
2023-09,2023-09,month,K02000001,United Kingdom,96.23,Delayable UK spending on credit and debit cards,number,SA
2023-10,2023-10,month,K02000001,United Kingdom,93.14,Delayable UK spending on credit and debit cards,number,SA
2023-11,2023-11,month,K02000001,United Kingdom,97.19,Delayable UK spending on credit and debit cards,number,SA
2023-12,2023-12,month,K02000001,United Kingdom,98.81,Delayable UK spending on credit and debit cards,number,SA
2024-01,2024-01,month,K02000001,United Kingdom,98.98,Delayable UK spending on credit and debit cards,number,SA
2024-02,2024-02,month,K02000001,United Kingdom,96.83,Delayable UK spending on credit and debit cards,number,SA
2024-03,2024-03,month,K02000001,United Kingdom,99.23,Delayable UK spending on credit and debit cards,number,SA
2024-04,2024-04,month,K02000001,United Kingdom,95.68,Delayable UK spending on credit and debit cards,number,SA
2020-01,2020-01,month,K02000001,United Kingdom,100.74,Social UK spending on credit and debit cards,number,SA
